click_id,campaign_id,click_date,user_age_group,user_geography,device_type,landing_page
CLK-000901,CAMP-007,2025-08-19,18-24,Canada,Tablet,/free-trial
CLK-003309,CAMP-013,2025-08-24,55+,US-West,Desktop,/blog
CLK-003563,CAMP-016,2025-09-19,45-54,US-West,Desktop,/pricing
CLK-003614,CAMP-017,2025-09-21,55+,US-West,Desktop,/about
CLK-001196,CAMP-007,2025-07-14,55+,APAC,Tablet,/demo
CLK-001716,CAMP-007,2025-08-31,55+,Other,Mobile,/case-studies
CLK-001199,CAMP-007,2025-09-16,55+,APAC,Mobile,/blog
CLK-004401,CAMP-029,2025-07-21,35-44,US-East,Mobile,/contact
CLK-001034,CAMP-007,2025-09-11,25-34,APAC,Mobile,/product
CLK-002066,CAMP-007,2025-07-28,55+,UK,Mobile,/case-studies
CLK-001671,CAMP-007,2025-09-05,55+,Other,Mobile,/webinar
CLK-001315,CAMP-007,2025-09-12,45-54,UK,Mobile,/features
CLK-004039,CAMP-023,2025-07-15,35-44,US-East,Mobile,/contact
CLK-003469,CAMP-014,2025-09-14,35-44,US-West,Mobile,/product
CLK-002280,CAMP-001,2025-09-21,45-54,US-West,Mobile,/webinar
CLK-000673,CAMP-007,2025-09-14,18-24,Other,Desktop,/case-studies
CLK-000770,CAMP-007,2025-08-19,55+,Other,Desktop,/demo
CLK-003046,CAMP-008,2025-08-11,25-34,US-Central,Mobile,/about
CLK-000409,CAMP-007,2025-07-22,18-24,US-West,Mobile,/about
CLK-000221,CAMP-007,2025-09-29,55+,Canada,Mobile,/demo
CLK-002033,CAMP-007,2025-09-02,18-24,UK,Mobile,/product
CLK-000796,CAMP-007,2025-09-16,18-24,APAC,Tablet,/product
CLK-001583,CAMP-007,2025-09-25,55+,UK,Desktop,/product
CLK-000860,CAMP-007,2025-08-04,55+,Other,Mobile,/about
CLK-002100,CAMP-007,2025-08-30,55+,US-East,Mobile,/contact
CLK-002643,CAMP-005,2025-07-17,45-54,US-East,Desktop,/pricing
CLK-003291,CAMP-012,2025-08-27,25-34,US-West,Desktop,/case-studies
CLK-002991,CAMP-008,2025-08-20,25-34,US-Central,Mobile,/demo
CLK-002493,CAMP-002,2025-08-24,35-44,US-East,Mobile,/demo
CLK-001805,CAMP-007,2025-09-10,18-24,UK,Mobile,/about
CLK-004605,CAMP-032,2025-08-11,25-34,US-East,Mobile,/demo
CLK-000784,CAMP-007,2025-09-01,18-24,Canada,Desktop,/case-studies
CLK-002860,CAMP-006,2025-08-05,25-34,US-West,Tablet,/features
CLK-001995,CAMP-007,2025-07-27,18-24,Other,Desktop,/features
CLK-003912,CAMP-021,2025-09-24,35-44,US-West,Mobile,/webinar
CLK-002126,CAMP-007,2025-09-21,18-24,APAC,Mobile,/contact
CLK-002652,CAMP-005,2025-07-29,25-34,US-East,Desktop,/blog
CLK-000703,CAMP-007,2025-09-24,55+,APAC,Desktop,/features
CLK-001184,CAMP-007,2025-07-19,45-54,US-West,Desktop,/free-trial
CLK-001897,CAMP-007,2025-07-19,35-44,US-Central,Desktop,/case-studies
CLK-003347,CAMP-013,2025-07-18,25-34,US-West,Tablet,/about
CLK-003008,CAMP-008,2025-09-05,25-34,US-Central,Mobile,/blog
CLK-002118,CAMP-007,2025-08-31,45-54,Canada,Mobile,/about
CLK-003010,CAMP-008,2025-07-10,55+,Other,Tablet,/about
CLK-001339,CAMP-007,2025-08-16,55+,UK,Tablet,/pricing
CLK-004058,CAMP-024,2025-07-28,25-34,US-West,Mobile,/features
CLK-001246,CAMP-007,2025-09-17,55+,UK,Desktop,/features
CLK-002554,CAMP-003,2025-08-20,25-34,US-East,Tablet,/features
CLK-002739,CAMP-005,2025-08-27,18-24,US-West,Mobile,/free-trial
CLK-004332,CAMP-029,2025-07-04,45-54,Canada,Desktop,/product
CLK-002768,CAMP-005,2025-08-19,35-44,US-West,Desktop,/about
CLK-000747,CAMP-007,2025-07-23,18-24,APAC,Mobile,/webinar
CLK-001083,CAMP-007,2025-09-09,55+,Other,Desktop,/about
CLK-000632,CAMP-007,2025-07-29,18-24,UK,Desktop,/free-trial
CLK-002030,CAMP-007,2025-07-19,18-24,UK,Mobile,/contact
CLK-004484,CAMP-030,2025-09-15,45-54,US-East,Desktop,/about
CLK-000845,CAMP-007,2025-09-25,18-24,Canada,Mobile,/about
CLK-003223,CAMP-011,2025-07-27,35-44,US-Central,Desktop,/features
CLK-000544,CAMP-007,2025-08-29,55+,APAC,Mobile,/features
CLK-003663,CAMP-018,2025-09-25,55+,US-Central,Mobile,/blog
CLK-002871,CAMP-006,2025-09-16,35-44,US-East,Mobile,/about
CLK-004133,CAMP-024,2025-08-24,35-44,US-West,Desktop,/demo
CLK-000441,CAMP-007,2025-09-09,45-54,US-Central,Desktop,/pricing
CLK-002910,CAMP-006,2025-09-18,55+,US-West,Mobile,/about
CLK-004771,CAMP-035,2025-08-11,25-34,US-East,Desktop,/free-trial
CLK-002793,CAMP-006,2025-09-25,55+,US-East,Mobile,/features
CLK-002893,CAMP-006,2025-08-31,35-44,US-West,Desktop,/webinar
CLK-003700,CAMP-018,2025-07-25,25-34,US-West,Desktop,/about
CLK-004869,CAMP-036,2025-09-24,25-34,US-Central,Mobile,/blog
CLK-001964,CAMP-007,2025-09-08,18-24,Other,Mobile,/case-studies
CLK-000584,CAMP-007,2025-08-04,55+,APAC,Mobile,/demo
CLK-002269,CAMP-001,2025-07-11,45-54,Canada,Tablet,/demo
CLK-003754,CAMP-019,2025-09-28,18-24,US-East,Desktop,/product
CLK-002507,CAMP-003,2025-07-15,35-44,Canada,Desktop,/blog
CLK-000969,CAMP-007,2025-09-21,55+,Other,Mobile,/product
CLK-000206,CAMP-007,2025-09-19,55+,APAC,Tablet,/webinar
CLK-001801,CAMP-007,2025-09-19,45-54,APAC,Mobile,/case-studies
CLK-000243,CAMP-007,2025-07-11,55+,APAC,Tablet,/case-studies
CLK-003732,CAMP-019,2025-09-25,25-34,US-West,Mobile,/contact
CLK-003854,CAMP-021,2025-09-30,45-54,Canada,Mobile,/features
CLK-003384,CAMP-013,2025-07-27,25-34,US-West,Desktop,/free-trial
CLK-001790,CAMP-007,2025-09-20,18-24,Other,Mobile,/case-studies
CLK-001256,CAMP-007,2025-08-05,45-54,UK,Tablet,/webinar
CLK-000797,CAMP-007,2025-08-09,55+,US-West,Mobile,/about
CLK-004720,CAMP-035,2025-07-12,35-44,US-Central,Desktop,/about
CLK-001387,CAMP-007,2025-08-18,55+,US-East,Desktop,/webinar
CLK-001009,CAMP-007,2025-09-14,55+,APAC,Mobile,/contact
CLK-004833,CAMP-036,2025-09-05,35-44,US-Central,Desktop,/case-studies
CLK-002421,CAMP-002,2025-08-11,18-24,US-East,Mobile,/demo
CLK-003649,CAMP-018,2025-07-30,25-34,APAC,Mobile,/webinar
CLK-002481,CAMP-002,2025-08-20,35-44,US-West,Mobile,/contact
CLK-000018,CAMP-007,2025-08-02,18-24,APAC,Mobile,/about
CLK-004528,CAMP-031,2025-07-16,18-24,US-West,Desktop,/free-trial
CLK-000461,CAMP-007,2025-09-15,18-24,Other,Desktop,/free-trial
CLK-001541,CAMP-007,2025-07-07,55+,APAC,Tablet,/product
CLK-004454,CAMP-030,2025-09-10,35-44,US-East,Mobile,/case-studies
CLK-003385,CAMP-013,2025-08-20,25-34,Other,Desktop,/contact
CLK-002705,CAMP-005,2025-09-09,35-44,US-West,Mobile,/features
CLK-004915,CAMP-038,2025-08-13,25-34,US-West,Mobile,/contact
CLK-001667,CAMP-007,2025-08-09,18-24,Other,Mobile,/product
CLK-000281,CAMP-007,2025-09-28,18-24,US-West,Mobile,/features
CLK-000833,CAMP-007,2025-09-13,18-24,Other,Mobile,/blog
CLK-000338,CAMP-007,2025-08-21,55+,APAC,Tablet,/about
CLK-004745,CAMP-035,2025-08-07,25-34,US-East,Mobile,/features
CLK-003720,CAMP-018,2025-08-30,35-44,US-West,Desktop,/product
CLK-001946,CAMP-007,2025-09-13,18-24,Other,Mobile,/contact
CLK-000730,CAMP-007,2025-08-04,18-24,APAC,Desktop,/demo
CLK-001220,CAMP-007,2025-07-08,55+,US-East,Mobile,/product
CLK-002797,CAMP-006,2025-09-23,35-44,US-East,Desktop,/demo
CLK-002123,CAMP-007,2025-08-21,18-24,Other,Mobile,/product
CLK-003307,CAMP-013,2025-09-14,25-34,US-East,Tablet,/features
CLK-000263,CAMP-007,2025-07-31,18-24,Other,Desktop,/pricing
CLK-003540,CAMP-015,2025-08-11,35-44,Canada,Tablet,/case-studies
CLK-001023,CAMP-007,2025-09-01,45-54,APAC,Mobile,/free-trial
CLK-001956,CAMP-007,2025-09-05,55+,Other,Tablet,/free-trial
CLK-001605,CAMP-007,2025-08-01,45-54,US-West,Mobile,/features
CLK-002716,CAMP-005,2025-09-09,25-34,US-West,Mobile,/demo
CLK-003334,CAMP-013,2025-09-16,45-54,Canada,Mobile,/contact
CLK-003134,CAMP-010,2025-09-14,25-34,US-East,Mobile,/pricing
CLK-002089,CAMP-007,2025-09-18,45-54,US-West,Mobile,/features
CLK-002646,CAMP-005,2025-09-03,35-44,US-West,Mobile,/free-trial
CLK-003093,CAMP-009,2025-08-23,25-34,US-West,Desktop,/features
CLK-001593,CAMP-007,2025-08-01,18-24,Other,Desktop,/case-studies
CLK-000988,CAMP-007,2025-08-09,55+,APAC,Mobile,/pricing
CLK-002712,CAMP-005,2025-08-05,35-44,US-West,Mobile,/product
CLK-002159,CAMP-007,2025-08-19,18-24,APAC,Mobile,/features
CLK-003105,CAMP-009,2025-09-08,35-44,US-East,Mobile,/about
CLK-002789,CAMP-006,2025-08-21,45-54,US-West,Desktop,/product
CLK-000541,CAMP-007,2025-08-23,45-54,US-Central,Desktop,/pricing
CLK-000665,CAMP-007,2025-07-08,55+,APAC,Desktop,/features
CLK-003718,CAMP-018,2025-08-09,25-34,US-West,Mobile,/blog
CLK-004105,CAMP-024,2025-09-22,25-34,US-West,Mobile,/demo
CLK-000133,CAMP-007,2025-08-01,25-34,Other,Mobile,/demo
CLK-000985,CAMP-007,2025-08-27,18-24,US-West,Tablet,/features
CLK-004077,CAMP-024,2025-07-20,35-44,UK,Desktop,/webinar
CLK-001395,CAMP-007,2025-09-07,55+,APAC,Tablet,/free-trial
CLK-002044,CAMP-007,2025-09-17,55+,APAC,Mobile,/blog
CLK-002501,CAMP-002,2025-08-02,25-34,US-East,Desktop,/blog
CLK-002870,CAMP-006,2025-09-21,25-34,US-East,Desktop,/blog
CLK-002271,CAMP-001,2025-07-28,25-34,US-Central,Desktop,/blog
CLK-003512,CAMP-015,2025-08-27,35-44,US-West,Mobile,/webinar
CLK-001999,CAMP-007,2025-07-08,55+,APAC,Mobile,/free-trial
CLK-004987,CAMP-040,2025-09-12,25-34,US-East,Desktop,/contact
CLK-003805,CAMP-020,2025-07-08,45-54,US-Central,Mobile,/product
CLK-003676,CAMP-018,2025-07-19,35-44,US-West,Tablet,/features
CLK-000925,CAMP-007,2025-08-16,18-24,APAC,Mobile,/webinar
CLK-004241,CAMP-026,2025-09-20,35-44,US-West,Mobile,/free-trial
CLK-003517,CAMP-015,2025-08-04,25-34,US-East,Tablet,/pricing
CLK-001370,CAMP-007,2025-07-18,55+,APAC,Tablet,/free-trial
CLK-001234,CAMP-007,2025-09-21,25-34,US-East,Desktop,/blog
CLK-000088,CAMP-007,2025-09-18,55+,APAC,Mobile,/free-trial
CLK-003814,CAMP-020,2025-07-14,35-44,US-Central,Desktop,/webinar
CLK-004810,CAMP-036,2025-08-27,35-44,US-East,Desktop,/about
CLK-001636,CAMP-007,2025-07-03,18-24,UK,Mobile,/webinar
CLK-000659,CAMP-007,2025-08-21,55+,APAC,Desktop,/case-studies
CLK-001415,CAMP-007,2025-08-28,18-24,UK,Mobile,/product
CLK-001200,CAMP-007,2025-09-14,55+,US-West,Desktop,/product
CLK-004946,CAMP-038,2025-07-09,25-34,US-East,Desktop,/case-studies
CLK-003870,CAMP-021,2025-09-06,25-34,US-East,Mobile,/free-trial
CLK-004641,CAMP-033,2025-09-01,35-44,Canada,Mobile,/case-studies
CLK-002172,CAMP-007,2025-08-13,25-34,UK,Desktop,/product
CLK-003316,CAMP-013,2025-09-23,35-44,US-Central,Desktop,/webinar
CLK-000400,CAMP-007,2025-07-02,18-24,UK,Desktop,/case-studies
CLK-003390,CAMP-013,2025-09-20,35-44,US-Central,Desktop,/about
CLK-003637,CAMP-018,2025-08-20,45-54,US-West,Desktop,/pricing
CLK-004083,CAMP-024,2025-07-02,35-44,US-Central,Mobile,/about
CLK-001077,CAMP-007,2025-08-25,25-34,Other,Mobile,/features
CLK-003589,CAMP-017,2025-09-01,35-44,US-East,Mobile,/contact
CLK-002166,CAMP-007,2025-08-20,55+,APAC,Desktop,/contact
CLK-000475,CAMP-007,2025-09-06,55+,APAC,Mobile,/demo
CLK-002985,CAMP-008,2025-09-26,25-34,US-West,Mobile,/pricing
CLK-001448,CAMP-007,2025-07-04,55+,Other,Mobile,/demo
CLK-000175,CAMP-007,2025-07-09,18-24,UK,Mobile,/about
CLK-001816,CAMP-007,2025-07-20,18-24,APAC,Mobile,/pricing
CLK-004832,CAMP-036,2025-07-16,18-24,Canada,Mobile,/product
CLK-000116,CAMP-007,2025-09-02,18-24,Other,Desktop,/contact
CLK-001978,CAMP-007,2025-07-22,18-24,Canada,Tablet,/case-studies
CLK-002132,CAMP-007,2025-08-02,55+,US-East,Mobile,/contact
CLK-000853,CAMP-007,2025-09-05,55+,APAC,Tablet,/features
CLK-000850,CAMP-007,2025-08-13,55+,Other,Mobile,/contact
CLK-003269,CAMP-012,2025-08-28,25-34,US-Central,Tablet,/blog
CLK-002512,CAMP-003,2025-09-07,55+,US-Central,Mobile,/demo
CLK-001804,CAMP-007,2025-08-25,45-54,Other,Mobile,/demo
CLK-002556,CAMP-003,2025-09-18,35-44,Other,Desktop,/free-trial
CLK-003577,CAMP-017,2025-09-27,35-44,US-Central,Mobile,/demo
CLK-002321,CAMP-001,2025-07-09,35-44,US-West,Mobile,/product
CLK-001340,CAMP-007,2025-08-26,55+,APAC,Mobile,/about
CLK-001939,CAMP-007,2025-07-11,55+,APAC,Mobile,/product
CLK-000835,CAMP-007,2025-09-24,18-24,APAC,Mobile,/pricing
CLK-004372,CAMP-029,2025-09-05,35-44,US-West,Desktop,/free-trial
CLK-003929,CAMP-021,2025-09-02,25-34,US-East,Mobile,/free-trial
CLK-000107,CAMP-007,2025-09-26,35-44,US-Central,Mobile,/free-trial
CLK-004103,CAMP-024,2025-09-29,25-34,US-West,Mobile,/features
CLK-001474,CAMP-007,2025-07-06,18-24,US-Central,Desktop,/contact
CLK-002349,CAMP-001,2025-08-22,25-34,APAC,Mobile,/features
CLK-004996,CAMP-040,2025-08-21,35-44,US-East,Tablet,/blog
CLK-001950,CAMP-007,2025-09-23,55+,UK,Mobile,/pricing
CLK-001111,CAMP-007,2025-07-28,55+,Other,Tablet,/free-trial
CLK-002331,CAMP-001,2025-09-18,35-44,US-West,Mobile,/webinar
CLK-002079,CAMP-007,2025-09-06,18-24,US-Central,Desktop,/free-trial
CLK-002236,CAMP-001,2025-07-25,35-44,US-West,Mobile,/free-trial
CLK-004349,CAMP-029,2025-09-22,35-44,US-East,Tablet,/product
CLK-004522,CAMP-031,2025-09-25,35-44,US-Central,Mobile,/features
CLK-001820,CAMP-007,2025-08-22,25-34,APAC,Mobile,/demo
CLK-002057,CAMP-007,2025-09-27,25-34,Other,Mobile,/features
CLK-004642,CAMP-033,2025-09-10,45-54,US-West,Desktop,/demo
CLK-002636,CAMP-005,2025-07-27,25-34,APAC,Mobile,/case-studies
CLK-002441,CAMP-002,2025-08-06,45-54,US-East,Mobile,/demo
CLK-002987,CAMP-008,2025-07-07,45-54,US-East,Tablet,/product
CLK-002062,CAMP-007,2025-08-04,55+,APAC,Mobile,/demo
CLK-000582,CAMP-007,2025-07-30,35-44,Other,Mobile,/case-studies
CLK-001878,CAMP-007,2025-08-30,18-24,APAC,Desktop,/about
CLK-004391,CAMP-029,2025-09-30,35-44,APAC,Mobile,/webinar
CLK-003834,CAMP-020,2025-07-19,25-34,US-West,Tablet,/webinar
CLK-003024,CAMP-008,2025-08-07,45-54,US-West,Desktop,/webinar
CLK-003057,CAMP-008,2025-08-29,25-34,US-East,Desktop,/about
CLK-004593,CAMP-032,2025-08-14,35-44,US-East,Mobile,/demo
CLK-000924,CAMP-007,2025-09-08,35-44,Canada,Mobile,/contact
CLK-004898,CAMP-037,2025-08-25,35-44,US-East,Mobile,/demo
CLK-003864,CAMP-021,2025-09-18,45-54,US-West,Mobile,/pricing
CLK-003410,CAMP-013,2025-08-19,45-54,US-West,Mobile,/contact
CLK-001811,CAMP-007,2025-07-24,18-24,APAC,Mobile,/pricing
CLK-004568,CAMP-032,2025-08-20,35-44,US-Central,Mobile,/features
CLK-004301,CAMP-028,2025-08-28,35-44,US-West,Mobile,/webinar
CLK-002813,CAMP-006,2025-07-04,35-44,US-East,Tablet,/pricing
CLK-004157,CAMP-024,2025-09-08,25-34,US-Central,Tablet,/webinar
CLK-003791,CAMP-019,2025-09-06,25-34,UK,Desktop,/features
CLK-001535,CAMP-007,2025-08-18,18-24,UK,Tablet,/about
CLK-003495,CAMP-014,2025-08-12,45-54,US-Central,Desktop,/features
CLK-003717,CAMP-018,2025-07-24,25-34,UK,Mobile,/about
CLK-000830,CAMP-007,2025-08-27,55+,US-East,Mobile,/webinar
CLK-000027,CAMP-007,2025-07-12,18-24,APAC,Desktop,/pricing
CLK-002620,CAMP-004,2025-07-08,25-34,US-Central,Desktop,/pricing
CLK-004941,CAMP-038,2025-09-24,25-34,US-East,Mobile,/contact
CLK-001178,CAMP-007,2025-08-02,18-24,US-Central,Mobile,/webinar
CLK-000039,CAMP-007,2025-09-21,18-24,US-West,Tablet,/case-studies
CLK-004927,CAMP-038,2025-08-05,25-34,US-East,Desktop,/pricing
CLK-004617,CAMP-032,2025-08-27,35-44,US-Central,Mobile,/case-studies
CLK-002296,CAMP-001,2025-09-23,35-44,US-East,Mobile,/blog
CLK-004271,CAMP-028,2025-08-17,35-44,US-East,Tablet,/case-studies
CLK-003705,CAMP-018,2025-08-16,45-54,US-West,Tablet,/pricing
CLK-002924,CAMP-006,2025-09-30,18-24,US-West,Mobile,/free-trial
CLK-001221,CAMP-007,2025-09-09,18-24,Canada,Mobile,/blog
CLK-001685,CAMP-007,2025-09-03,18-24,UK,Mobile,/demo
CLK-002355,CAMP-001,2025-07-07,35-44,US-West,Tablet,/case-studies
CLK-000309,CAMP-007,2025-08-29,55+,UK,Mobile,/features
CLK-002989,CAMP-008,2025-07-09,35-44,US-West,Desktop,/demo
CLK-000242,CAMP-007,2025-08-15,18-24,UK,Mobile,/case-studies
CLK-004378,CAMP-029,2025-07-28,25-34,Canada,Mobile,/webinar
CLK-002920,CAMP-006,2025-09-28,25-34,US-Central,Mobile,/webinar
CLK-001669,CAMP-007,2025-09-30,18-24,APAC,Mobile,/contact
CLK-004537,CAMP-031,2025-07-27,55+,US-West,Mobile,/webinar
CLK-001259,CAMP-007,2025-07-19,18-24,UK,Tablet,/blog
CLK-003504,CAMP-014,2025-08-02,25-34,US-East,Desktop,/contact
CLK-004583,CAMP-032,2025-08-17,25-34,US-West,Mobile,/blog
CLK-003501,CAMP-014,2025-08-08,25-34,UK,Mobile,/case-studies
CLK-000261,CAMP-007,2025-09-14,55+,UK,Tablet,/product
CLK-001429,CAMP-007,2025-08-01,18-24,UK,Mobile,/case-studies
CLK-000885,CAMP-007,2025-09-12,55+,UK,Mobile,/about
CLK-004283,CAMP-028,2025-08-27,25-34,Other,Desktop,/pricing
CLK-002892,CAMP-006,2025-08-10,35-44,US-Central,Desktop,/contact
CLK-003207,CAMP-011,2025-09-10,18-24,US-West,Desktop,/blog
CLK-000046,CAMP-007,2025-09-06,55+,APAC,Tablet,/demo
CLK-003828,CAMP-020,2025-08-20,35-44,US-West,Mobile,/webinar
CLK-002877,CAMP-006,2025-07-18,25-34,US-East,Mobile,/features
CLK-000522,CAMP-007,2025-08-27,18-24,APAC,Tablet,/webinar
CLK-001028,CAMP-007,2025-07-08,55+,APAC,Desktop,/features
CLK-003966,CAMP-023,2025-09-28,25-34,US-Central,Desktop,/webinar
CLK-000181,CAMP-007,2025-09-14,18-24,US-East,Tablet,/blog
CLK-004599,CAMP-032,2025-08-24,35-44,US-East,Desktop,/free-trial
CLK-004622,CAMP-032,2025-08-31,25-34,UK,Desktop,/pricing
CLK-001532,CAMP-007,2025-08-03,18-24,UK,Tablet,/contact
CLK-002440,CAMP-002,2025-08-17,35-44,Canada,Desktop,/product
CLK-000560,CAMP-007,2025-07-30,55+,APAC,Desktop,/webinar
CLK-002529,CAMP-003,2025-08-15,25-34,US-West,Mobile,/product
CLK-000478,CAMP-007,2025-07-03,55+,US-East,Tablet,/product
CLK-003633,CAMP-018,2025-08-27,35-44,US-Central,Desktop,/blog
CLK-003132,CAMP-010,2025-07-12,25-34,US-Central,Desktop,/features
CLK-002525,CAMP-003,2025-09-27,25-34,US-Central,Mobile,/case-studies
CLK-004109,CAMP-024,2025-08-06,25-34,US-Central,Desktop,/contact
CLK-000677,CAMP-007,2025-09-25,55+,UK,Mobile,/blog
CLK-003961,CAMP-023,2025-07-23,35-44,US-Central,Mobile,/webinar
CLK-001944,CAMP-007,2025-09-26,18-24,Other,Desktop,/product
CLK-003865,CAMP-021,2025-09-04,45-54,US-East,Mobile,/product
CLK-002616,CAMP-004,2025-07-27,25-34,US-Central,Tablet,/about
CLK-003236,CAMP-012,2025-08-19,35-44,US-East,Desktop,/pricing
CLK-000937,CAMP-007,2025-07-14,18-24,UK,Mobile,/blog
CLK-004597,CAMP-032,2025-08-28,35-44,APAC,Mobile,/product
CLK-003786,CAMP-019,2025-09-30,35-44,US-Central,Mobile,/free-trial
CLK-000748,CAMP-007,2025-07-06,18-24,Canada,Desktop,/demo
CLK-004086,CAMP-024,2025-07-01,55+,US-East,Mobile,/webinar
CLK-004652,CAMP-034,2025-08-29,25-34,US-West,Desktop,/features
CLK-004959,CAMP-040,2025-07-29,45-54,US-West,Tablet,/demo
CLK-001952,CAMP-007,2025-09-17,18-24,UK,Mobile,/blog
CLK-003922,CAMP-021,2025-09-11,25-34,US-Central,Mobile,/blog
CLK-000226,CAMP-007,2025-09-09,55+,APAC,Desktop,/pricing
CLK-004625,CAMP-032,2025-08-04,35-44,US-West,Desktop,/free-trial
CLK-003745,CAMP-019,2025-09-26,35-44,US-West,Mobile,/pricing
CLK-002699,CAMP-005,2025-08-25,35-44,US-Central,Desktop,/product
CLK-004132,CAMP-024,2025-07-08,55+,US-Central,Tablet,/pricing
CLK-001294,CAMP-007,2025-09-13,18-24,UK,Mobile,/free-trial
CLK-002247,CAMP-001,2025-09-17,55+,US-East,Tablet,/features
CLK-001143,CAMP-007,2025-07-18,18-24,US-East,Mobile,/features
CLK-001967,CAMP-007,2025-08-04,55+,UK,Mobile,/free-trial
CLK-001152,CAMP-007,2025-09-16,55+,Other,Mobile,/webinar
CLK-004823,CAMP-036,2025-07-14,35-44,US-East,Mobile,/about
CLK-002869,CAMP-006,2025-07-12,35-44,US-Central,Mobile,/blog
CLK-003147,CAMP-010,2025-08-22,45-54,APAC,Mobile,/webinar
CLK-004585,CAMP-032,2025-08-28,45-54,US-East,Mobile,/about
CLK-003499,CAMP-014,2025-08-24,25-34,Canada,Mobile,/demo
CLK-003244,CAMP-012,2025-08-18,55+,US-Central,Tablet,/demo
CLK-001244,CAMP-007,2025-09-19,55+,APAC,Desktop,/free-trial
CLK-002344,CAMP-001,2025-08-08,55+,US-East,Mobile,/case-studies
CLK-003260,CAMP-012,2025-08-15,45-54,US-East,Desktop,/about
CLK-001328,CAMP-007,2025-08-17,18-24,APAC,Desktop,/demo
CLK-003586,CAMP-017,2025-09-19,25-34,UK,Desktop,/case-studies
CLK-002988,CAMP-008,2025-08-16,35-44,US-West,Mobile,/webinar
CLK-000558,CAMP-007,2025-07-06,55+,UK,Mobile,/contact
CLK-003993,CAMP-023,2025-07-13,35-44,US-Central,Mobile,/blog
CLK-003778,CAMP-019,2025-09-27,25-34,UK,Mobile,/pricing
CLK-002075,CAMP-007,2025-09-16,45-54,Other,Desktop,/about
CLK-003910,CAMP-021,2025-09-26,18-24,US-West,Desktop,/contact
CLK-002721,CAMP-005,2025-07-26,55+,UK,Mobile,/contact
CLK-001885,CAMP-007,2025-07-14,55+,US-West,Tablet,/free-trial
CLK-002105,CAMP-007,2025-07-17,18-24,Other,Mobile,/case-studies
CLK-004504,CAMP-031,2025-07-29,35-44,US-West,Desktop,/webinar
CLK-002099,CAMP-007,2025-08-25,45-54,APAC,Desktop,/features
CLK-002934,CAMP-006,2025-09-24,25-34,US-East,Desktop,/pricing
CLK-001206,CAMP-007,2025-09-28,55+,Other,Mobile,/features
CLK-002522,CAMP-003,2025-07-05,25-34,Canada,Tablet,/pricing
CLK-001973,CAMP-007,2025-09-03,25-34,APAC,Desktop,/contact
CLK-001557,CAMP-007,2025-08-20,25-34,Other,Tablet,/about
CLK-001687,CAMP-007,2025-07-15,18-24,APAC,Desktop,/webinar
CLK-003930,CAMP-021,2025-09-15,35-44,US-Central,Mobile,/product
CLK-001046,CAMP-007,2025-07-14,18-24,UK,Mobile,/blog
CLK-000926,CAMP-007,2025-08-06,55+,UK,Mobile,/webinar
CLK-004165,CAMP-025,2025-07-05,25-34,US-West,Desktop,/features
CLK-002477,CAMP-002,2025-08-14,25-34,US-West,Desktop,/contact
CLK-002268,CAMP-001,2025-08-19,35-44,US-West,Mobile,/pricing
CLK-004920,CAMP-038,2025-07-14,25-34,US-West,Desktop,/blog
CLK-003690,CAMP-018,2025-08-03,55+,US-West,Mobile,/case-studies
CLK-003555,CAMP-016,2025-09-09,55+,US-Central,Desktop,/pricing
CLK-000576,CAMP-007,2025-07-25,55+,Other,Tablet,/pricing
CLK-002526,CAMP-003,2025-07-06,25-34,Canada,Desktop,/case-studies
CLK-002006,CAMP-007,2025-07-31,55+,UK,Tablet,/blog
CLK-001276,CAMP-007,2025-09-12,45-54,Other,Mobile,/contact
CLK-001141,CAMP-007,2025-08-01,45-54,Other,Mobile,/webinar
CLK-004011,CAMP-023,2025-07-02,25-34,UK,Mobile,/case-studies
CLK-003524,CAMP-015,2025-08-28,25-34,US-West,Tablet,/webinar
CLK-003006,CAMP-008,2025-09-30,35-44,US-West,Mobile,/pricing
CLK-001798,CAMP-007,2025-09-29,18-24,APAC,Desktop,/about
CLK-004651,CAMP-034,2025-09-07,35-44,US-West,Mobile,/case-studies
CLK-002947,CAMP-008,2025-08-23,25-34,Canada,Desktop,/contact
CLK-004466,CAMP-030,2025-09-07,25-34,US-East,Desktop,/case-studies
CLK-002188,CAMP-007,2025-08-19,18-24,US-West,Tablet,/contact
CLK-000709,CAMP-007,2025-09-30,18-24,APAC,Mobile,/case-studies
CLK-003082,CAMP-009,2025-09-19,55+,US-East,Desktop,/features
CLK-000056,CAMP-007,2025-08-22,18-24,US-West,Mobile,/pricing
CLK-001609,CAMP-007,2025-09-29,25-34,UK,Tablet,/free-trial
CLK-004763,CAMP-035,2025-07-07,45-54,US-Central,Mobile,/about
CLK-003035,CAMP-008,2025-08-19,55+,US-East,Desktop,/blog
CLK-002207,CAMP-001,2025-08-20,18-24,US-East,Mobile,/pricing
CLK-002432,CAMP-002,2025-08-29,45-54,US-West,Mobile,/about
CLK-002406,CAMP-002,2025-08-21,35-44,US-West,Desktop,/features
CLK-003879,CAMP-021,2025-09-09,25-34,US-Central,Desktop,/free-trial
CLK-002974,CAMP-008,2025-09-12,35-44,US-East,Desktop,/demo
CLK-002197,CAMP-007,2025-07-10,55+,APAC,Mobile,/case-studies
